Insurance	HaveEmail	HaveFitbit	Gdr_Cd	AgeBand	MbrCnt	Age	Female	HasEmail	HasFitbit	IP Admit	ER Visit	PMPM	Med	Ip	Op	Dr	Er	Rx	Charlson	AIDS_HIV	AMI	Angina	Cancer	CEVD	CHF	COPD	Dementia	Diabetes	HTN	Liver	Paralysis	PVD	Renal_Failure	Rheumatic	Ulcers	Depression	Skin
UHC-FI	No	No	F	18-44	275671	30.829833	1.000000	0.000000	0.000000	0.066227	0.225355	331.412406	294.115937	87.358909	92.651826	77.648118	36.457082	37.296468	0.240072	0.000275	0.000362	0.001316	0.006119	0.002423	0.001291	0.046573	0.000141	0.015888	0.036409	0.008412	0.000772	0.001621	0.001385	0.004795	0.001454	0.065654	0.007178
Uni-ASO	No	No	F	18-44	813204	30.027295	1.000000	0.000000	0.000000	0.065118	0.232781	340.613421	331.856886	94.249411	105.680248	91.029803	40.897422	8.756535	0.250879	0.000355	0.000332	0.001422	0.006104	0.002361	0.001400	0.048729	0.000100	0.016805	0.037277	0.008149	0.000889	0.001760	0.001704	0.005414	0.001430	0.070527	0.007203
NULL	No	No	F	18-44	1088875	30.230474	1.000000	0.000000	0.000000	0.065399	0.230901	338.283996	322.301992	92.504940	102.381837	87.641955	39.773259	15.982003	0.248143	0.000335	0.000339	0.001395	0.006108	0.002376	0.001372	0.048183	0.000111	0.016573	0.037057	0.008215	0.000859	0.001725	0.001623	0.005257	0.001436	0.069293	0.007197
UHC-FI	Yes	No	F	18-44	306216	33.557864	1.000000	1.000000	0.000000	0.081772	0.224994	491.388984	400.635816	114.237212	135.011670	112.866646	38.520286	90.753167	0.367079	0.000551	0.000574	0.002468	0.010900	0.003353	0.002001	0.062191	0.000107	0.027029	0.063896	0.012432	0.000881	0.002459	0.002831	0.009855	0.001796	0.094449	0.008771
Uni-ASO	Yes	No	F	18-44	657516	33.895899	1.000000	1.000000	0.000000	0.091965	0.243928	515.572785	487.796483	142.023724	160.239910	140.206578	45.326270	27.776301	0.364778	0.000634	0.000612	0.002389	0.010644	0.003599	0.002193	0.061105	0.000132	0.028029	0.065192	0.013029	0.000888	0.002726	0.002857	0.009587	0.002118	0.088922	0.008626
NULL	Yes	No	F	18-44	963732	33.788492	1.000000	1.000000	0.000000	0.088726	0.237912	507.888629	460.102072	133.194843	152.223895	131.519594	43.163738	47.786557	0.365509	0.000608	0.000600	0.002414	0.010726	0.003521	0.002132	0.061450	0.000124	0.027712	0.064780	0.012839	0.000886	0.002641	0.002849	0.009672	0.002016	0.090678	0.008672
NULL	NULL	No	F	18-44	2052607	31.901020	1.000000	0.469516	0.000000	0.076352	0.234193	417.916099	387.001346	111.609504	125.783484	108.243212	41.365143	30.914753	0.303248	0.000463	0.000462	0.001874	0.008276	0.002914	0.001729	0.054412	0.000117	0.021803	0.050073	0.010386	0.000872	0.002155	0.002199	0.007330	0.001708	0.079334	0.007889
UHC-FI	Yes	Yes	F	18-44	45791	33.935118	1.000000	1.000000	1.000000	0.072241	0.155292	498.308351	391.981904	110.412794	134.897397	119.890013	26.781699	106.326447	0.368860	0.000218	0.000480	0.001768	0.011727	0.002991	0.001768	0.067873	0.000109	0.022908	0.063353	0.012120	0.000698	0.002489	0.002838	0.010285	0.001572	0.100696	0.007534
Uni-ASO	Yes	Yes	F	18-44	98693	34.524211	1.000000	1.000000	1.000000	0.080917	0.168704	501.682214	471.059684	125.693673	163.776049	149.812269	31.777690	30.622530	0.371145	0.000354	0.000395	0.002087	0.011875	0.002908	0.001945	0.068930	0.000151	0.025300	0.064249	0.012635	0.000658	0.002543	0.002624	0.009585	0.002087	0.094677	0.008065
NULL	Yes	Yes	F	18-44	144484	34.337511	1.000000	1.000000	1.000000	0.078167	0.164454	500.612943	445.997735	120.850737	154.623601	140.329073	30.194322	54.615207	0.370421	0.000311	0.000422	0.001986	0.011828	0.002934	0.001889	0.068595	0.000138	0.024542	0.063965	0.012471	0.000671	0.002526	0.002692	0.009807	0.001924	0.096585	0.007897
NULL	NULL	Yes	F	18-44	144484	34.337511	1.000000	1.000000	1.000000	0.078167	0.164454	500.612943	445.997735	120.850737	154.623601	140.329073	30.194322	54.615207	0.370421	0.000311	0.000422	0.001986	0.011828	0.002934	0.001889	0.068595	0.000138	0.024542	0.063965	0.012471	0.000671	0.002526	0.002692	0.009807	0.001924	0.096585	0.007897
NULL	NULL	NULL	F	18-44	2197091	32.061248	1.000000	0.504401	0.065761	0.076471	0.229607	423.354368	390.881037	112.217221	127.680054	110.353227	40.630533	32.473330	0.307666	0.000453	0.000459	0.001881	0.008509	0.002915	0.001740	0.055345	0.000118	0.021983	0.050987	0.010523	0.000858	0.002180	0.002231	0.007493	0.001722	0.080468	0.007890
UHC-FI	No	No	M	18-44	338960	30.422108	0.000000	0.000000	0.000000	0.015084	0.154625	166.255348	140.622573	32.515597	48.922203	35.802683	23.382088	25.632774	0.189904	0.001079	0.000649	0.002118	0.002814	0.001672	0.001584	0.031083	0.000088	0.015494	0.047442	0.007800	0.000584	0.001510	0.001787	0.000961	0.001050	0.030844	0.007254
Uni-ASO	No	No	M	18-44	777239	28.874387	0.000000	0.000000	0.000000	0.017393	0.150431	182.440843	175.880449	39.744053	65.923963	45.446996	24.765435	6.560393	0.200074	0.001694	0.000649	0.001976	0.003059	0.001682	0.001713	0.032569	0.000113	0.016079	0.043828	0.007365	0.000944	0.001609	0.002135	0.001137	0.000994	0.037598	0.006910
NULL	No	No	M	18-44	1116199	29.344389	0.000000	0.000000	0.000000	0.016692	0.151705	177.525738	165.173568	37.548963	60.760980	42.518274	24.345350	12.352169	0.196986	0.001507	0.000649	0.002019	0.002985	0.001679	0.001674	0.032117	0.000105	0.015902	0.044925	0.007497	0.000834	0.001579	0.002030	0.001084	0.001011	0.035547	0.007014
UHC-FI	Yes	No	M	18-44	308478	34.425103	0.000000	1.000000	0.000000	0.019738	0.144778	300.272083	216.487924	50.461370	80.640914	61.125354	24.260285	83.784157	0.337105	0.003857	0.001322	0.004431	0.006165	0.002642	0.002706	0.040207	0.000090	0.031655	0.090450	0.014312	0.000888	0.002713	0.003967	0.002564	0.001539	0.047873	0.008765
Uni-ASO	Yes	No	M	18-44	738118	34.591979	0.000000	1.000000	0.000000	0.017934	0.133958	263.703441	237.360329	49.823165	91.235804	72.265770	24.035588	26.343111	0.324278	0.004569	0.001058	0.003827	0.005722	0.002689	0.002446	0.039241	0.000093	0.030859	0.085121	0.014034	0.000818	0.002717	0.003976	0.002206	0.001475	0.042479	0.008107
NULL	Yes	No	M	18-44	1046596	34.542793	0.000000	1.000000	0.000000	0.018466	0.137147	274.481832	231.208311	50.011273	88.113023	68.982198	24.101816	43.273521	0.328059	0.004359	0.001136	0.004005	0.005853	0.002675	0.002523	0.039526	0.000092	0.031094	0.086692	0.014116	0.000838	0.002716	0.003973	0.002312	0.001494	0.044069	0.008301
NULL	NULL	No	M	18-44	2162795	31.859944	0.000000	0.483909	0.000000	0.017550	0.144660	224.443666	197.128376	43.579587	73.996880	55.324406	24.227502	27.315290	0.260413	0.002887	0.000884	0.002980	0.004373	0.002161	0.002085	0.035702	0.000099	0.023253	0.065137	0.010700	0.000836	0.002129	0.002970	0.001678	0.001245	0.039671	0.007637
UHC-FI	Yes	Yes	M	18-44	23737	34.982895	0.000000	1.000000	1.000000	0.016219	0.109660	321.291779	227.968361	46.052729	93.293015	69.539419	19.083196	93.323417	0.362682	0.003328	0.001390	0.004086	0.006993	0.002317	0.003665	0.045835	0.000168	0.033618	0.101318	0.015587	0.000926	0.002569	0.004128	0.003075	0.001558	0.051859	0.008130
Uni-ASO	Yes	Yes	M	18-44	65726	35.400739	0.000000	1.000000	1.000000	0.015321	0.108039	262.927178	237.339176	41.069684	96.247497	80.588583	19.433410	25.588002	0.346324	0.002708	0.001338	0.004579	0.006633	0.003119	0.002845	0.044122	0.000091	0.034217	0.100082	0.015701	0.000745	0.003697	0.003925	0.002449	0.001475	0.043939	0.007470
NULL	Yes	Yes	M	18-44	89463	35.289874	0.000000	1.000000	1.000000	0.015559	0.108469	278.412915	234.852840	42.391823	95.463591	77.656936	19.340488	43.560074	0.350664	0.002872	0.001352	0.004448	0.006729	0.002906	0.003062	0.044577	0.000111	0.034058	0.100410	0.015671	0.000793	0.003398	0.003979	0.002615	0.001497	0.046041	0.007645
NULL	NULL	Yes	M	18-44	89463	35.289874	0.000000	1.000000	1.000000	0.015559	0.108469	278.412915	234.852840	42.391823	95.463591	77.656936	19.340488	43.560074	0.350664	0.002872	0.001352	0.004448	0.006729	0.002906	0.003062	0.044577	0.000111	0.034058	0.100410	0.015671	0.000793	0.003398	0.003979	0.002615	0.001497	0.046041	0.007645
NULL	NULL	NULL	M	18-44	2252258	31.996186	0.000000	0.504408	0.039721	0.017471	0.143222	226.587404	198.626847	43.532407	74.849569	56.211486	24.033382	27.960557	0.263998	0.002887	0.000903	0.003038	0.004466	0.002191	0.002124	0.036055	0.000099	0.023682	0.066538	0.010897	0.000835	0.002180	0.003010	0.001715	0.001255	0.039924	0.007637
NULL	NULL	NULL	NULL	18-44	4449349	32.028313	0.493800	0.504405	0.052580	0.046605	0.185879	323.751040	293.562072	77.449006	100.937292	82.946708	32.229065	30.188967	0.285561	0.001685	0.000684	0.002467	0.006463	0.002548	0.001934	0.045580	0.000109	0.022843	0.058859	0.010713	0.000846	0.002180	0.002626	0.004568	0.001486	0.059945	0.007762
UHC-FI	No	No	F	45-64	202868	53.887996	1.000000	0.000000	0.000000	0.036940	0.181812	480.478964	405.080121	91.876335	165.353599	117.820604	30.029581	75.398843	0.722837	0.000581	0.003174	0.016922	0.032666	0.012697	0.007822	0.072110	0.000571	0.080530	0.220295	0.024602	0.001266	0.011623	0.009341	0.014073	0.003440	0.065244	0.009538
Uni-ASO	No	No	F	45-64	579148	54.357666	1.000000	0.000000	0.000000	0.040716	0.172171	505.469558	490.517315	111.146954	203.074423	145.192509	31.103428	14.952242	0.754858	0.000595	0.003607	0.017731	0.034764	0.013614	0.008401	0.072770	0.000789	0.082203	0.225425	0.025074	0.001690	0.011964	0.010777	0.017591	0.003629	0.071886	0.009458
NULL	No	No	F	45-64	782016	54.235826	1.000000	0.000000	0.000000	0.039737	0.174672	498.986581	468.353481	106.147834	193.289012	138.091780	30.824854	30.633099	0.746551	0.000592	0.003494	0.017521	0.034220	0.013376	0.008251	0.072599	0.000732	0.081769	0.224095	0.024952	0.001580	0.011875	0.010405	0.016678	0.003580	0.070163	0.009479
UHC-FI	Yes	No	F	45-64	294347	54.220834	1.000000	1.000000	0.000000	0.047586	0.186647	771.674371	588.851717	134.246665	250.031281	172.521857	32.051912	182.822653	0.969160	0.000835	0.003995	0.022239	0.048381	0.016072	0.009767	0.091072	0.000679	0.102406	0.282207	0.032747	0.001651	0.014326	0.013830	0.025259	0.004042	0.098176	0.011666
Uni-ASO	Yes	No	F	45-64	668842	54.357685	1.000000	1.000000	0.000000	0.050687	0.184027	719.672463	665.944364	147.564356	279.944630	203.980583	34.454793	53.728098	0.945159	0.000859	0.003739	0.020728	0.048281	0.016289	0.009574	0.089698	0.000746	0.099848	0.271397	0.031496	0.001933	0.014140	0.013485	0.023993	0.004392	0.094952	0.011313
NULL	Yes	No	F	45-64	963189	54.315864	1.000000	1.000000	0.000000	0.049739	0.184827	735.564054	642.385136	143.494519	270.803221	194.366913	33.720481	93.178917	0.952494	0.000852	0.003817	0.021190	0.048312	0.016223	0.009633	0.090118	0.000725	0.100630	0.274701	0.031878	0.001846	0.014197	0.013591	0.024380	0.004285	0.095937	0.011421
NULL	NULL	No	F	45-64	1745205	54.279999	1.000000	0.551905	0.000000	0.045257	0.180277	629.555093	564.402585	126.759691	236.069564	169.150360	32.422968	65.152507	0.860212	0.000735	0.003672	0.019546	0.041997	0.014947	0.009014	0.082268	0.000728	0.092178	0.252024	0.028774	0.001727	0.013157	0.012163	0.020929	0.003969	0.084388	0.010551
UHC-FI	Yes	Yes	F	45-64	38806	53.901870	1.000000	1.000000	1.000000	0.035844	0.137916	720.603037	546.220289	109.149512	235.530445	177.924973	23.615357	174.382747	0.863526	0.000309	0.003195	0.019069	0.049193	0.013142	0.007266	0.088723	0.000669	0.078286	0.254934	0.026903	0.000953	0.012266	0.010153	0.024171	0.003221	0.093568	0.009740
Uni-ASO	Yes	Yes	F	45-64	97789	54.164149	1.000000	1.000000	1.000000	0.038163	0.137070	679.241054	627.588709	114.327761	274.194512	213.249151	25.817283	51.652344	0.864417	0.000419	0.003037	0.018979	0.051774	0.013764	0.007567	0.086768	0.000511	0.079978	0.251316	0.027988	0.001124	0.010931	0.010532	0.022701	0.003906	0.086686	0.010062
NULL	Yes	Yes	F	45-64	136595	54.089637	1.000000	1.000000	1.000000	0.037505	0.137311	690.991800	604.472322	112.856645	263.210231	203.213717	25.191726	86.519477	0.864164	0.000388	0.003082	0.019005	0.051041	0.013587	0.007481	0.087323	0.000556	0.079497	0.252344	0.027680	0.001076	0.011310	0.010424	0.023119	0.003711	0.088641	0.009971
NULL	NULL	Yes	F	45-64	136595	54.089637	1.000000	1.000000	1.000000	0.037505	0.137311	690.991800	604.472322	112.856645	263.210231	203.213717	25.191726	86.519477	0.864164	0.000388	0.003082	0.019005	0.051041	0.013587	0.007481	0.087323	0.000556	0.079497	0.252344	0.027680	0.001076	0.011310	0.010424	0.023119	0.003711	0.088641	0.009971
NULL	NULL	NULL	F	45-64	1881800	54.266181	1.000000	0.584431	0.072587	0.044694	0.177158	634.014624	567.311143	125.750505	238.039635	171.622931	31.898071	66.703480	0.860499	0.000710	0.003630	0.019506	0.042654	0.014849	0.008903	0.082635	0.000716	0.091258	0.252048	0.028695	0.001680	0.013023	0.012037	0.021088	0.003951	0.084697	0.010509
UHC-FI	No	No	M	45-64	226406	53.940315	0.000000	0.000000	0.000000	0.039097	0.150967	411.887986	344.299130	115.156477	127.146041	78.136866	23.859744	67.588856	0.717472	0.001908	0.008440	0.038567	0.020507	0.013458	0.013762	0.048898	0.000512	0.102435	0.263473	0.021823	0.001537	0.016245	0.013444	0.004337	0.002813	0.025648	0.009823
Uni-ASO	No	No	M	45-64	453645	54.306484	0.000000	0.000000	0.000000	0.044636	0.140343	449.355283	434.096769	135.368187	168.742174	105.756491	24.229916	15.258513	0.788423	0.003577	0.008771	0.041860	0.024543	0.015148	0.015289	0.050250	0.000740	0.110053	0.274295	0.023346	0.002083	0.017784	0.016709	0.005821	0.002896	0.033263	0.009853
NULL	No	No	M	45-64	680051	54.184577	0.000000	0.000000	0.000000	0.042792	0.143880	436.881482	404.200888	128.639203	154.893780	96.561227	24.106676	32.680594	0.764802	0.003021	0.008661	0.040764	0.023199	0.014585	0.014781	0.049800	0.000664	0.107516	0.270692	0.022839	0.001901	0.017272	0.015622	0.005327	0.002868	0.030728	0.009843
UHC-FI	Yes	No	M	45-64	311076	54.160272	0.000000	1.000000	0.000000	0.052048	0.149754	703.954375	525.128076	166.590937	204.807826	128.424863	25.304447	178.826299	0.998339	0.006455	0.010849	0.057410	0.033506	0.017481	0.016973	0.061656	0.000504	0.133025	0.347394	0.031127	0.001867	0.021136	0.019615	0.007737	0.003227	0.043060	0.012154
Uni-ASO	Yes	No	M	45-64	763325	54.147211	0.000000	1.000000	0.000000	0.048372	0.135553	590.789076	540.797433	154.567023	215.855117	145.982862	24.392430	49.991642	0.941597	0.006733	0.009123	0.048947	0.032881	0.016188	0.014833	0.057590	0.000706	0.124513	0.322100	0.029266	0.002027	0.018879	0.018714	0.006879	0.003256	0.043339	0.011434
NULL	Yes	No	M	45-64	1074401	54.150992	0.000000	1.000000	0.000000	0.049436	0.139664	623.554318	536.260616	158.048359	212.656547	140.899218	24.656490	87.293701	0.958026	0.006653	0.009623	0.051397	0.033062	0.016562	0.015453	0.058767	0.000647	0.126977	0.329423	0.029805	0.001981	0.019532	0.018975	0.007127	0.003248	0.043258	0.011642
NULL	NULL	No	M	45-64	1754452	54.164010	0.000000	0.612385	0.000000	0.046861	0.141298	551.197223	485.072353	146.648944	190.266862	123.713171	24.443374	66.124870	0.883129	0.005245	0.009250	0.047276	0.029239	0.015796	0.015192	0.055291	0.000654	0.119434	0.306658	0.027105	0.001950	0.018656	0.017675	0.006429	0.003101	0.038401	0.010945
UHC-FI	Yes	Yes	M	45-64	25616	54.116216	0.000000	1.000000	1.000000	0.048797	0.128396	741.789524	555.224236	163.600712	224.206529	144.621776	22.795217	186.565288	0.972029	0.004255	0.011516	0.067731	0.035368	0.017137	0.017879	0.061172	0.000780	0.122150	0.353294	0.029707	0.001288	0.021158	0.017957	0.006948	0.002888	0.043215	0.011633
Uni-ASO	Yes	Yes	M	45-64	75909	54.053906	0.000000	1.000000	1.000000	0.042959	0.117877	588.921515	541.890316	142.591977	224.824417	153.039225	21.434694	47.031199	0.911696	0.004373	0.009985	0.055342	0.034304	0.015795	0.014306	0.058069	0.000461	0.115006	0.330421	0.027203	0.001567	0.018574	0.016598	0.006389	0.002885	0.041062	0.010670
NULL	Yes	Yes	M	45-64	101525	54.069628	0.000000	1.000000	1.000000	0.044432	0.120531	627.491985	545.254627	147.892738	224.668517	150.915400	21.777971	82.237357	0.926919	0.004343	0.010371	0.058468	0.034572	0.016133	0.015208	0.058852	0.000541	0.116808	0.336193	0.027835	0.001497	0.019226	0.016941	0.006530	0.002885	0.041605	0.010913
NULL	NULL	Yes	M	45-64	101525	54.069628	0.000000	1.000000	1.000000	0.044432	0.120531	627.491985	545.254627	147.892738	224.668517	150.915400	21.777971	82.237357	0.926919	0.004343	0.010371	0.058468	0.034572	0.016133	0.015208	0.058852	0.000541	0.116808	0.336193	0.027835	0.001497	0.019226	0.016941	0.006530	0.002885	0.041605	0.010913
NULL	NULL	NULL	M	45-64	1855977	54.158847	0.000000	0.633588	0.054701	0.046728	0.140162	555.370673	488.364422	146.716982	192.148689	125.201177	24.297572	67.006249	0.885525	0.005196	0.009311	0.047888	0.029531	0.015814	0.015193	0.055486	0.000648	0.119290	0.308274	0.027145	0.001925	0.018687	0.017635	0.006435	0.003089	0.038576	0.010943
NULL	NULL	NULL	NULL	45-64	3737777	54.212885	0.503454	0.608840	0.063706	0.045704	0.158788	594.964310	528.110491	136.161318	215.252684	148.572410	28.124076	66.853819	0.872925	0.002937	0.006451	0.033599	0.036138	0.015328	0.012026	0.069154	0.000682	0.105177	0.279966	0.027925	0.001802	0.015835	0.014817	0.013812	0.003523	0.061796	0.010724
UHC-FI	No	No	F	65+	16962	69.529949	1.000000	0.000000	0.000000	0.085838	0.232991	714.778327	579.475521	171.943993	220.072076	160.028714	27.430736	135.302806	1.459261	0.000353	0.010140	0.064673	0.069036	0.049994	0.035373	0.114432	0.014915	0.160358	0.452953	0.031246	0.003537	0.050112	0.045867	0.024407	0.005541	0.064615	0.012852
Uni-ASO	No	No	F	65+	242741	76.337903	1.000000	0.000000	0.000000	0.092493	0.215674	216.623635	199.061518	59.454722	71.752505	59.558296	8.295993	17.562116	1.213610	0.000160	0.010488	0.066107	0.054943	0.054893	0.045884	0.087809	0.034341	0.110966	0.342298	0.017557	0.003946	0.062482	0.049530	0.019856	0.005153	0.047779	0.014155
NULL	No	No	F	65+	259703	75.893254	1.000000	0.000000	0.000000	0.092059	0.216805	249.159647	223.907524	66.801741	81.439711	66.120328	9.545742	25.252122	1.229654	0.000173	0.010465	0.066013	0.055863	0.054573	0.045197	0.089548	0.033072	0.114191	0.349526	0.018451	0.003919	0.061674	0.049290	0.020153	0.005178	0.048878	0.014069
UHC-FI	Yes	No	F	65+	23624	68.077336	1.000000	1.000000	0.000000	0.086776	0.200177	1023.355942	760.962907	212.011786	306.348391	214.317736	28.284991	262.393034	1.584934	0.000465	0.009439	0.066457	0.086691	0.046647	0.029292	0.126777	0.007153	0.170123	0.488359	0.036869	0.002751	0.042245	0.042795	0.033609	0.006434	0.081188	0.015450
Uni-ASO	Yes	No	F	65+	151521	72.642993	1.000000	1.000000	0.000000	0.086073	0.188706	408.491670	351.596939	99.795923	133.677658	105.752272	12.371085	56.894730	1.240154	0.000184	0.009582	0.058605	0.065060	0.048844	0.035698	0.097201	0.023217	0.113944	0.351924	0.024471	0.003517	0.050626	0.041776	0.024042	0.005207	0.059853	0.013608
NULL	Yes	No	F	65+	175145	72.027166	1.000000	1.000000	0.000000	0.086168	0.190253	491.426116	406.813255	114.931882	156.967923	120.395856	14.517593	84.612860	1.286659	0.000222	0.009563	0.059664	0.067977	0.048548	0.034833	0.101190	0.021051	0.121522	0.370327	0.026144	0.003414	0.049496	0.041913	0.025333	0.005372	0.062730	0.013857
NULL	NULL	No	F	65+	434848	74.336099	1.000000	0.402772	0.000000	0.089686	0.206111	346.738021	297.577000	86.187259	111.860430	87.981041	11.548269	49.161020	1.252614	0.000193	0.010102	0.063456	0.060743	0.052146	0.041023	0.094237	0.028230	0.117144	0.357904	0.021550	0.003716	0.056769	0.046319	0.022239	0.005257	0.054458	0.013984
UHC-FI	Yes	Yes	F	65+	2304	67.631944	1.000000	1.000000	1.000000	0.061631	0.164062	965.404546	739.447148	202.174878	300.798437	214.097231	22.376600	225.957397	1.376736	0.000000	0.004340	0.062934	0.088541	0.044270	0.023871	0.110243	0.005642	0.120659	0.435763	0.032552	0.001736	0.037326	0.034722	0.026909	0.005208	0.073350	0.012586
Uni-ASO	Yes	Yes	F	65+	14088	70.751206	1.000000	1.000000	1.000000	0.064806	0.143952	422.310815	372.243963	91.960876	146.931165	121.816626	11.535295	50.066852	1.089579	0.000354	0.007098	0.052739	0.060973	0.039963	0.025908	0.087521	0.019449	0.097103	0.333830	0.020513	0.001277	0.042092	0.030309	0.021720	0.004542	0.055650	0.008446
NULL	Yes	Yes	F	65+	16392	70.312774	1.000000	1.000000	1.000000	0.064360	0.146778	498.646098	423.856709	107.452156	168.558190	134.787253	13.059109	74.789388	1.129941	0.000305	0.006710	0.054172	0.064848	0.040568	0.025622	0.090714	0.017508	0.100414	0.348157	0.022205	0.001342	0.041422	0.030929	0.022449	0.004636	0.058138	0.009028
NULL	NULL	Yes	F	65+	16392	70.312774	1.000000	1.000000	1.000000	0.064360	0.146778	498.646098	423.856709	107.452156	168.558190	134.787253	13.059109	74.789388	1.129941	0.000305	0.006710	0.054172	0.064848	0.040568	0.025622	0.090714	0.017508	0.100414	0.348157	0.022205	0.001342	0.041422	0.030929	0.022449	0.004636	0.058138	0.009028
NULL	NULL	NULL	F	65+	451240	74.189945	1.000000	0.424468	0.036326	0.088766	0.203955	352.256319	302.164308	86.959740	113.920065	89.681350	11.603153	50.092011	1.248158	0.000197	0.009979	0.063119	0.060892	0.051726	0.040464	0.094109	0.027841	0.116536	0.357550	0.021573	0.003629	0.056211	0.045760	0.022247	0.005234	0.054591	0.013804
UHC-FI	No	No	M	65+	19481	68.951337	0.000000	0.000000	0.000000	0.089471	0.195729	772.099096	639.256160	229.379621	241.742063	142.762955	25.371519	132.842935	1.523176	0.001180	0.021713	0.131820	0.079616	0.048816	0.047892	0.088958	0.009445	0.189928	0.468559	0.029361	0.002874	0.063703	0.054514	0.008469	0.005441	0.027513	0.014167
Uni-ASO	No	No	M	65+	179985	75.665972	0.000000	0.000000	0.000000	0.096824	0.193893	311.616915	294.535915	104.724786	108.532899	71.423180	9.855049	17.080999	1.362082	0.000950	0.020201	0.132049	0.076734	0.058954	0.059988	0.079084	0.024029	0.145362	0.345778	0.018996	0.004705	0.076517	0.063505	0.008978	0.004805	0.026302	0.014540
NULL	No	No	M	65+	199466	75.010182	0.000000	0.000000	0.000000	0.096106	0.194073	356.590261	328.203283	116.899296	121.542874	78.390634	11.370477	28.386978	1.377816	0.000972	0.020349	0.132027	0.077015	0.057964	0.058807	0.080048	0.022605	0.149714	0.357770	0.020008	0.004527	0.075265	0.062627	0.008928	0.004867	0.026420	0.014503
UHC-FI	Yes	No	M	65+	31260	68.417018	0.000000	1.000000	0.000000	0.106973	0.186148	1183.228667	905.066230	305.824151	356.536829	216.053684	26.651564	278.162436	1.808605	0.002239	0.026551	0.176775	0.105342	0.060076	0.049744	0.097696	0.005534	0.217850	0.545297	0.037140	0.003742	0.072264	0.061548	0.015419	0.005918	0.036180	0.016410
Uni-ASO	Yes	No	M	65+	185691	72.516654	0.000000	1.000000	0.000000	0.091076	0.169593	451.751499	394.545090	127.082260	150.006960	106.292149	11.163720	57.206408	1.457453	0.001734	0.019107	0.139759	0.090117	0.057024	0.050201	0.080510	0.016134	0.159426	0.395183	0.023776	0.004028	0.070956	0.058204	0.010996	0.004986	0.031929	0.014254
NULL	Yes	No	M	65+	216951	71.925946	0.000000	1.000000	0.000000	0.093366	0.171978	557.148461	468.104976	152.836792	179.765402	122.107451	13.395330	89.043484	1.508050	0.001806	0.020179	0.145092	0.092311	0.057464	0.050135	0.082986	0.014606	0.167844	0.416813	0.025701	0.003987	0.071145	0.058686	0.011633	0.005120	0.032541	0.014565
NULL	NULL	No	M	65+	416417	73.403312	0.000000	0.520994	0.000000	0.094679	0.182562	461.079996	401.091307	135.622537	151.876495	101.166858	12.425414	59.988689	1.445667	0.001407	0.020260	0.138834	0.084984	0.057704	0.054289	0.081579	0.018438	0.159160	0.388531	0.022974	0.004245	0.073119	0.060573	0.010338	0.004999	0.029609	0.014535
UHC-FI	Yes	Yes	M	65+	2446	68.123466	0.000000	1.000000	1.000000	0.106704	0.162714	1183.029581	896.221511	338.138093	324.175185	210.406982	23.501249	286.808070	1.738143	0.002452	0.018806	0.192968	0.098937	0.061324	0.054783	0.082583	0.005723	0.212183	0.563368	0.026982	0.003679	0.065821	0.057645	0.011038	0.006541	0.031479	0.015126
Uni-ASO	Yes	Yes	M	65+	14234	70.993958	0.000000	1.000000	1.000000	0.080581	0.141913	504.822490	444.273579	128.298204	180.881803	124.212116	10.881454	60.548911	1.354468	0.000772	0.019249	0.141421	0.090347	0.051636	0.041731	0.072080	0.012786	0.143389	0.392932	0.024940	0.003161	0.058521	0.047772	0.009062	0.004285	0.027047	0.011310
NULL	Yes	Yes	M	65+	16680	70.573021	0.000000	1.000000	1.000000	0.084412	0.144964	604.276599	510.548437	159.069689	201.894729	136.851963	12.732055	93.728162	1.410731	0.001019	0.019184	0.148980	0.091606	0.053057	0.043645	0.073621	0.011750	0.153477	0.417925	0.025239	0.003237	0.059592	0.049220	0.009352	0.004616	0.027697	0.011870
NULL	NULL	Yes	M	65+	16680	70.573021	0.000000	1.000000	1.000000	0.084412	0.144964	604.276599	510.548437	159.069689	201.894729	136.851963	12.732055	93.728162	1.410731	0.001019	0.019184	0.148980	0.091606	0.053057	0.043645	0.073621	0.011750	0.153477	0.417925	0.025239	0.003237	0.059592	0.049220	0.009352	0.004616	0.027697	0.011870
NULL	NULL	NULL	M	65+	433097	73.294308	0.000000	0.539442	0.038513	0.094283	0.181114	466.594972	405.306863	136.525564	153.802863	102.541210	12.437224	61.288108	1.444321	0.001392	0.020219	0.139225	0.085239	0.057525	0.053879	0.081272	0.018180	0.158941	0.389663	0.023061	0.004206	0.072598	0.060136	0.010300	0.004985	0.029536	0.014433
NULL	NULL	NULL	NULL	65+	884337	73.751314	0.510257	0.480775	0.037397	0.091468	0.192769	408.252763	352.677553	111.234207	133.452348	95.979364	12.011632	55.575210	1.344227	0.000782	0.014994	0.100391	0.072816	0.054566	0.047034	0.087822	0.023109	0.137303	0.373277	0.022302	0.003912	0.064236	0.052801	0.016396	0.005112	0.042320	0.014112
NULL	NULL	NULL	NULL	NULL	9071463	45.236566	0.499382	0.545132	0.055684	0.050608	0.175388	443.738601	395.967571	104.934213	151.209195	111.257411	28.566750	47.771030	0.630782	0.002113	0.004455	0.024841	0.025158	0.012885	0.010489	0.059412	0.002587	0.067926	0.180614	0.018935	0.001539	0.013856	0.012540	0.009530	0.002678	0.058989	0.009602
